Career_ID,Career_Title,Career_Family,Level,Career_DNA_Primary,Career_DNA_Match_Score,Starting_Salary_Min_INR,Starting_Salary_Max_INR,Remote_Work_Score,Work_Life_Balance_Score,Job_Satisfaction_Score,Market_Demand_2026,Growth_Rate_Percent,Freelance_Opportunity
WK0925,Hand Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4200000,0,5,9,Medium,12,None
WK0926,Joint Replacement Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1900000,4600000,0,4,9,Very High,16,None
WK0927,Trauma Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,0,2,8,High,12,None
WK0928,Burn Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4300000,0,3,8,Medium,10,None
WK0929,Transplant Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2200000,5500000,0,2,10,Medium,11,None
WK0930,Bariatric Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,0,5,9,Very High,22,None
WK0931,Vascular Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1900000,4800000,0,4,9,High,13,None
WK0932,Thoracic Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2000000,5000000,0,3,9,High,11,None
WK0933,Colorectal Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4200000,0,5,8,High,12,None
WK0934,Hepatobiliary Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2000000,5000000,0,3,9,Medium,10,None
WK0935,Surgical Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1900000,4800000,0,4,9,High,14,None
WK0936,Breast Surgical Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,0,5,9,High,15,None
WK0937,Head and Neck Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4300000,0,5,9,Medium,11,None
WK0938,Reconstructive Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1900000,4800000,0,5,9,High,14,None
WK0939,Craniofacial Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2100000,5200000,0,4,10,Low,12,None
WK0940,Microsurgery Specialist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2000000,5000000,0,4,10,Medium,16,None
WK0941,Pediatric Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1900000,4800000,0,4,10,High,13,None
WK0942,Neonatal Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2100000,5300000,0,3,10,Low,11,None
WK0943,Fetal Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2300000,5800000,0,3,10,Very Low,15,None
WK0944,Urologic Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,0,5,9,High,13,None
WK0945,Robotic Surgeon,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2200000,5500000,0,5,10,Very High,25,None
WK0946,Interventional Cardiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,0,4,9,Very High,16,None
WK0947,Electrophysiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",2000000,5000000,0,5,9,High,18,None
WK0948,Pediatric Cardiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4000000,10,6,9,High,14,None
WK0949,Heart Failure Specialist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4200000,10,5,9,High,15,None
WK0950,Preventive Cardiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1400000,3500000,20,7,8,High,20,Low
WK0951,Medical Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4000000,10,5,8,Very High,17,None
WK0952,Radiation Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4300000,10,5,8,High,14,None
WK0953,Pediatric Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4200000,10,5,9,High,16,None
WK0954,Hematologist-Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4300000,10,5,9,High,15,None
WK0955,Gynecologic Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,0,4,9,High,14,None
WK0956,Neuro-Oncologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4600000,10,5,9,Medium,16,None
WK0957,Hepatologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4000000,10,6,8,Medium,12,None
WK0958,Critical Care Pulmonologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1500000,3800000,0,3,8,High,15,None
WK0959,Interventional Nephrologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1500000,3800000,10,5,8,High,15,None
WK0960,Reproductive Endocrinologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4200000,10,6,9,Very High,20,None
WK0961,Allergist-Immunologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1200000,3000000,30,7,8,High,15,Low
WK0962,Infectious Disease Specialist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1400000,3500000,20,6,8,High,18,None
WK0963,Hospitalist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1300000,3200000,10,5,7,Very High,16,None
WK0964,Sleep Medicine Specialist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1300000,3300000,30,7,8,High,22,Low
WK0965,Obstetrician-Gynecologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1400000,3600000,10,4,8,Very High,14,None
WK0966,Maternal-Fetal Medicine Specialist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4000000,10,4,9,High,15,None
WK0967,Pediatric Intensivist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4000000,0,2,8,High,14,None
WK0968,Interventional Radiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1800000,4500000,10,6,9,Very High,18,None
WK0969,Neuroradiologist,Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",1600000,4000000,20,7,9,High,15,None
WK0970,Nuclear Medicine Physician,Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",1400000,3500000,20,7,8,High,14,None
WK0971,Forensic Pathologist,Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",1400000,3500000,30,7,9,Medium,10,None
WK0972,Child and Adolescent Psychiatrist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1200000,3000000,40,7,9,Very High,22,Medium
WK0973,Addiction Psychiatrist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1200000,3000000,30,6,8,Very High,25,Low
WK0974,Cardiac Anesthesiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1700000,4300000,0,4,8,High,13,None
WK0975,Pediatric Anesthesiologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1600000,4000000,0,4,9,High,14,None
WK0976,ICU Registered Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,10,5,8,Very High,16,Low
WK0977,Emergency Room Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,10,4,8,Very High,15,Low
WK0978,Pediatric ICU Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,10,5,9,Very High,17,Low
WK0979,Neonatal ICU Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",520000,1250000,10,5,9,Very High,18,Low
WK0980,Oncology Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",480000,1150000,20,6,8,Very High,19,Low
WK0981,Operating Room Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,0,6,8,Very High,14,None
WK0982,Labor and Delivery Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",480000,1150000,10,5,9,Very High,14,Low
WK0983,Psychiatric Nurse,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",450000,1100000,20,6,8,High,20,Low
WK0984,Travel Nurse,Healthcare & Medicine,Mid-Level,Adventurer,"Adventurer: 3, Caregiver: 2",600000,1500000,0,5,9,Very High,25,None
WK0985,Flight Nurse,Healthcare & Medicine,Mid-Level,Adventurer,"Adventurer: 3, Caregiver: 2",700000,1600000,0,4,10,High,18,None
WK0986,Nurse Anesthetist (CRNA),Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",1200000,2800000,0,5,9,Very High,20,None
WK0987,Nurse Practitioner (Family),Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",800000,2000000,30,7,9,Very High,28,Low
WK0988,Pediatric Nurse Practitioner,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",800000,2000000,30,7,9,Very High,26,Low
WK0989,Psychiatric Nurse Practitioner,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",850000,2100000,40,7,9,Very High,32,Medium
WK0990,Clinical Nurse Specialist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",700000,1800000,30,7,8,High,18,Low
WK0991,Nurse Midwife,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",800000,2000000,20,7,9,High,19,Low
WK0992,Nurse Informaticist,Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",800000,2000000,70,8,8,Very High,30,Medium
WK0993,Legal Nurse Consultant,Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",700000,1800000,80,8,8,High,20,High
WK0994,Case Management Nurse,Healthcare & Medicine,Mid-Level,Organizer,"Organizer: 3, Caregiver: 2",500000,1200000,50,8,7,High,18,Low
WK0995,Infection Control Nurse,Healthcare & Medicine,Mid-Level,Organizer,"Organizer: 3, Caregiver: 2",480000,1150000,30,7,8,Very High,22,Low
WK0996,Sports Physical Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,30,7,9,Very High,20,Medium
WK0997,Orthopedic Physical Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",480000,1150000,30,7,8,Very High,18,Medium
WK0998,Neurological Physical Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,30,7,9,High,17,Low
WK0999,Pediatric Physical Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",480000,1150000,30,7,9,High,19,Low
WK1000,Geriatric Physical Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",450000,1100000,30,8,8,Very High,24,Low
WK1001,Pelvic Floor Physical Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",520000,1250000,40,8,9,Very High,28,Medium
WK1002,Pediatric Occupational Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",480000,1150000,30,7,9,Very High,22,Low
WK1003,Hand Therapist (OT),Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",500000,1200000,30,7,8,High,18,Medium
WK1004,Mental Health Occupational Therapist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",450000,1100000,40,7,9,High,24,Low
WK1005,Speech-Language Pathologist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",480000,1150000,40,8,9,Very High,24,Medium
WK1006,Swallowing and Dysphagia Specialist,Healthcare & Medicine,Mid-Level,Caregiver,"Caregiver: 3, Caregiver: 2",520000,1250000,30,7,9,Very High,22,Low
WK1007,Clinical Psychologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",700000,1800000,60,8,9,Very High,22,High
WK1008,Neuropsychologist,Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",900000,2200000,50,7,9,High,19,Medium
WK1009,Sports Psychologist,Healthcare & Medicine,Senior,Caregiver,"Caregiver: 3, Caregiver: 2",700000,1800000,50,8,9,High,24,Medium
WK1010,Applied Behavior Analyst (BCBA),Healthcare & Medicine,Senior,Thinker,"Thinker: 3, Caregiver: 2",700000,1700000,50,7,9,Very High,32,Medium
WK1011,Astronaut,Space & Aerospace,Senior,Adventurer,"Adventurer: 3, Thinker: 2",1500000,3500000,0,7,10,Low,5,None
WK1012,Astronomer,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",800000,1800000,40,8,9,Medium,12,Low
WK1013,Astrophysicist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",900000,2000000,50,8,9,Medium,14,Low
WK1014,Satellite Engineer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",1000000,2200000,40,6,8,High,20,Low
WK1015,Launch Vehicle Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1300000,2800000,20,5,8,High,22,Low
WK1016,Payload Integration Engineer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",1000000,2100000,30,6,7,High,19,Low
WK1017,Mission Control Operator,Space & Aerospace,Mid-Level,Organizer,"Organizer: 3, Thinker: 2",900000,1900000,10,7,8,Medium,15,Low
WK1018,Flight Dynamics Engineer,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1100000,2400000,40,6,8,High,17,Low
WK1019,Orbital Mechanics Specialist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1200000,2600000,50,7,9,Medium,16,Low
WK1020,Satellite Communications Engineer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",1000000,2200000,40,6,8,Very High,25,Low
WK1021,Remote Sensing Scientist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",950000,2100000,50,7,8,High,22,Medium
WK1022,Satellite Ground Station Engineer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",900000,2000000,30,7,7,High,20,Low
WK1023,Satellite Navigation Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1100000,2500000,40,6,8,High,18,Low
WK1024,Earth Observation Analyst,Space & Aerospace,Mid-Level,Thinker,"Thinker: 3, Thinker: 2",800000,1800000,60,7,8,Very High,28,Medium
WK1025,Mission Planner,Space & Aerospace,Senior,Organizer,"Organizer: 3, Thinker: 2",1000000,2200000,40,7,8,High,17,Low
WK1026,Space Mission Architect,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1300000,2800000,40,7,9,Medium,15,Low
WK1027,Trajectory Design Engineer,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1100000,2400000,50,7,8,High,19,Low
WK1028,Mars Mission Specialist,Space & Aerospace,Senior,Adventurer,"Adventurer: 3, Thinker: 2",1400000,3000000,20,6,10,Low,35,None
WK1029,Lunar Operations Specialist,Space & Aerospace,Senior,Adventurer,"Adventurer: 3, Thinker: 2",1300000,2900000,20,6,9,Medium,30,None
WK1030,Space Propulsion Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1200000,2600000,30,6,8,High,20,Low
WK1031,Ion Propulsion Specialist,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1300000,2700000,40,6,9,Medium,25,Low
WK1032,Space Power Systems Engineer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",1000000,2200000,40,6,7,High,18,Low
WK1033,Thermal Control Engineer (Space),Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",950000,2100000,40,6,7,High,17,Low
WK1034,Space Materials Scientist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1100000,2500000,50,7,9,Medium,20,Low
WK1035,Space Debris Analyst,Space & Aerospace,Mid-Level,Thinker,"Thinker: 3, Thinker: 2",900000,2000000,60,7,8,High,32,Medium
WK1036,Space Traffic Management Specialist,Space & Aerospace,Senior,Organizer,"Organizer: 3, Thinker: 2",1000000,2300000,50,7,8,Very High,40,Low
WK1037,Space Weather Forecaster,Space & Aerospace,Mid-Level,Thinker,"Thinker: 3, Thinker: 2",850000,1900000,60,7,8,High,24,Medium
WK1038,Space Lawyer,Space & Aerospace,Senior,Advocate,"Advocate: 3, Thinker: 2",1200000,3000000,70,8,9,High,35,Medium
WK1039,Space Policy Analyst,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1000000,2200000,60,8,8,Medium,28,Medium
WK1040,Space Medical Doctor,Space & Aerospace,Senior,Caregiver,"Caregiver: 3, Thinker: 2",1500000,3500000,30,6,9,Low,25,None
WK1041,Space Physiologist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1100000,2400000,50,7,9,Low,22,Low
WK1042,Life Support Systems Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1200000,2600000,30,6,8,High,21,Low
WK1043,Space Psychologist,Space & Aerospace,Senior,Caregiver,"Caregiver: 3, Thinker: 2",1000000,2300000,60,8,9,Low,18,Low
WK1044,Space Tourism Guide,Space & Aerospace,Mid-Level,Adventurer,"Adventurer: 3, Thinker: 2",800000,2000000,10,7,10,Medium,45,Low
WK1045,Commercial Space Operations Manager,Space & Aerospace,Senior,Organizer,"Organizer: 3, Thinker: 2",1300000,2800000,40,6,8,High,38,Low
WK1046,Spaceport Operations Manager,Space & Aerospace,Senior,Organizer,"Organizer: 3, Thinker: 2",1200000,2600000,20,6,7,High,35,Low
WK1047,Space Mining Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1400000,3200000,30,5,9,Low,50,None
WK1048,Asteroid Resource Specialist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1300000,3000000,50,6,10,Low,55,Low
WK1049,CubeSat Developer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",850000,1900000,50,7,8,Very High,30,Medium
WK1050,Space Robotics Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1200000,2700000,40,6,9,Very High,35,Low
WK1051,Space Junk Recycler,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",900000,2100000,40,7,8,Medium,38,Low
WK1052,In-Orbit Servicing Specialist,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1300000,2900000,30,6,9,Medium,42,Low
WK1053,Space Station Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1400000,3000000,20,5,8,Low,20,None
WK1054,Planetary Scientist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1000000,2300000,60,8,9,Medium,18,Low
WK1055,Cosmologist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",950000,2200000,70,8,10,Low,12,Low
WK1056,Radio Astronomy Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1000000,2200000,40,7,8,Medium,15,Low
WK1057,Space Telescope Operator,Space & Aerospace,Mid-Level,Organizer,"Organizer: 3, Thinker: 2",900000,2000000,50,7,8,Medium,14,Low
WK1058,Astrobiology Researcher,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1000000,2400000,60,8,10,Medium,28,Low
WK1059,Exoplanet Hunter,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",950000,2300000,70,8,10,Medium,25,Low
WK1060,Spacecraft Systems Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1200000,2700000,40,6,8,High,19,Low
WK1061,Avionics Engineer (Space),Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1150000,2500000,30,6,8,High,17,Low
WK1062,Guidance Navigation Control Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1200000,2600000,40,6,8,High,20,Low
WK1063,Space Systems Test Engineer,Space & Aerospace,Mid-Level,Builder,"Builder: 3, Thinker: 2",950000,2100000,30,7,7,High,16,Low
WK1064,Satellite Operations Engineer,Space & Aerospace,Mid-Level,Organizer,"Organizer: 3, Thinker: 2",900000,2000000,40,7,7,Very High,24,Low
WK1065,Space Industry Consultant,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1300000,3000000,80,8,9,High,32,High
WK1066,NewSpace Venture Capitalist,Space & Aerospace,Senior,Entrepreneur,"Entrepreneur: 3, Thinker: 2",1500000,4000000,70,7,9,High,40,Low
WK1067,Space Technology Transfer Specialist,Space & Aerospace,Senior,Connector,"Connector: 3, Thinker: 2",1000000,2300000,60,7,8,Medium,25,Medium
WK1068,Space Insurance Underwriter,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1100000,2600000,80,8,8,High,30,Low
WK1069,Space Educator,Space & Aerospace,Mid-Level,Caregiver,"Caregiver: 3, Thinker: 2",500000,1200000,50,8,9,High,22,Medium
WK1070,Space Software Engineer,Space & Aerospace,Senior,Builder,"Builder: 3, Thinker: 2",1300000,3000000,60,7,9,Very High,36,Medium
WK1071,Space Environment Specialist,Space & Aerospace,Senior,Thinker,"Thinker: 3, Thinker: 2",1000000,2300000,50,7,8,Medium,20,Low
WK1072,Space Food Scientist,Space & Aerospace,Mid-Level,Thinker,"Thinker: 3, Thinker: 2",800000,1900000,60,8,8,Low,15,Low
WK1073,Natural Language Processing Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,9,Very High,42,Medium
WK1074,AI Research Scientist,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1800000,4500000,70,7,10,Very High,40,Low
WK1075,Reinforcement Learning Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,3800000,80,7,9,High,38,Low
WK1076,MLOps Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1400000,3200000,80,7,8,Very High,48,Medium
WK1077,Generative AI Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1700000,4000000,80,7,10,Very High,60,Medium
WK1078,Edge AI Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,70,7,9,Very High,44,Low
WK1079,Robotics AI Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,3800000,60,6,9,Very High,42,Low
WK1080,Speech Recognition Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,9,High,38,Medium
WK1081,Autonomous Vehicle AI Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1700000,4200000,60,6,9,Very High,40,Low
WK1082,Recommendation Systems Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,9,Very High,38,Medium
WK1083,Conversational AI Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,9,Very High,46,Medium
WK1084,DeFi Protocol Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1700000,4200000,90,7,10,High,48,Medium
WK1085,NFT Platform Developer,Technology & Software,Mid-Level,Builder,"Builder: 3, Thinker: 2",1200000,3000000,90,7,9,High,35,Medium
WK1086,Blockchain Architect,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1800000,4500000,80,7,9,Very High,40,Low
WK1087,DAO Developer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,4000000,90,8,9,Medium,45,High
WK1088,Web3 Frontend Developer,Technology & Software,Mid-Level,Builder,"Builder: 3, Thinker: 2",1100000,2800000,90,8,9,Very High,44,High
WK1089,Blockchain Security Auditor,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1800000,4500000,90,8,10,Very High,50,High
WK1090,Solidity Developer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,4000000,90,7,9,Very High,44,High
WK1091,MetaVerse Developer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3800000,80,7,10,High,42,Medium
WK1092,Site Reliability Engineer (SRE),Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1400000,3200000,80,6,8,Very High,38,Low
WK1093,Cloud Architect (AWS),Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,3800000,80,7,9,Very High,36,Low
WK1094,Cloud Architect (Azure),Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,3800000,80,7,9,Very High,38,Low
WK1095,Cloud Architect (GCP),Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1600000,3800000,80,7,9,Very High,36,Low
WK1096,Multi-Cloud Architect,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1800000,4200000,80,7,9,Very High,42,Low
WK1097,Kubernetes Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,8,Very High,44,Medium
WK1098,Infrastructure as Code Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1400000,3200000,80,7,8,Very High,40,Medium
WK1099,Serverless Architect,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,9,Very High,46,Medium
WK1100,DevSecOps Engineer,Technology & Software,Senior,Builder,"Builder: 3, Thinker: 2",1500000,3500000,80,7,9,Very High,46,Medium
WK1101,Penetration Tester,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1300000,3200000,70,7,9,Very High,38,High
WK1102,Ethical Hacker,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1400000,3500000,70,7,10,Very High,40,High
WK1103,Red Team Specialist,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1500000,3800000,70,7,10,Very High,42,Medium
WK1104,Blue Team Analyst,Technology & Software,Mid-Level,Thinker,"Thinker: 3, Thinker: 2",1000000,2500000,70,7,8,Very High,38,Low
WK1105,Bug Bounty Hunter,Technology & Software,Mid-Level,Thinker,"Thinker: 3, Thinker: 2",800000,2500000,100,9,10,High,36,Very High
WK1106,Security Operations Center Analyst,Technology & Software,Mid-Level,Organizer,"Organizer: 3, Thinker: 2",800000,2000000,60,6,7,Very High,36,Low
WK1107,Threat Intelligence Analyst,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1200000,3000000,80,7,9,Very High,42,Medium
WK1108,Malware Analyst,Technology & Software,Senior,Thinker,"Thinker: 3, Thinker: 2",1300000,3200000,80,7,9,Very High,38,Low
